drug,disease,mesh_id,mesh_term,chembl_id,label,n_competitors,has_competitor,n_ct_completed,n_ct_terminated,n_ct_total,term_to_total_ratio,n_expand_terms,has_expand,n_pubmed,log_n_pubmed,has_pubmed,atc_level1,atc_level2
thalidomide,colorectal cancer,D015179,colorectal neoplasms,CHEMBL468,0,1,1,0,0,0,0.0,0,0,4,1.6094379124341003,1,L,L04
thalidomide,anemia,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,autosomal recessive non-syndromic intellectual disability,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,cancer,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,congenital sideroblastic anemia-b-cell immunodeficiency-periodic fever-developmental delay syndrome,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,diffuse large b-cell lymphoma,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,follicular lymphoma,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,genetic disorder,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,hepatocellular carcinoma,D006528,"carcinoma, hepatocellular",CHEMBL468,0,0,0,0,0,0,0.0,0,0,64,4.174387269895637,1,L,L04
thalidomide,hiv infection,D015658,hiv infections,CHEMBL468,0,0,0,0,0,0,0.0,0,0,31,3.4657359027997265,1,L,L04
thalidomide,immune system disease,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,intellectual disability,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,mantle cell lymphoma,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,multiple myeloma,D009101,multiple myeloma,CHEMBL468,1,0,0,0,0,0,0.0,0,0,501,6.218600119691729,1,L,L04
thalidomide,neoplasm,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,neurodegenerative disease,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,non-hodgkins lymphoma,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,retinal dystrophy,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,retinitis pigmentosa and erythrocytic microcytosis,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
thalidomide,systemic scleroderma,D012595,"scleroderma, systemic",CHEMBL468,0,0,0,0,0,0,0.0,0,0,5,1.791759469228055,1,L,L04
thalidomide,white-kernohan syndrome,,,CHEMBL468,0,0,0,0,0,0,0.0,0,0,0,0.0,0,L,L04
